screenName,text,klasa
darrell_pulk,RT @HMCabinetCat: Full marks for a Diverse &amp; Inclusive team goes to David Davis #brexittalks #Brexit #Diversity https://t.co/QIfhmRYT18,pozytywna
helenyg,RT @weloveeconomics: #Brexit is ECONOMIC SUICIDE and starting the negotiations WITHOUT A PLAN &amp; GVT is self humiliation! #remain #hungparli…,negatywna
annakcmacleod,"RT @SamGhib: Michael #Gove just said on @BBC4today #Brexit will lead to cheaper food making him a cereal fantasist.",pozytywna
BABCCharlotte,RT @Bond_Dickinson: #Brexit negotiations start today. Take a look back at how the UK got to this point via our Brexit timeline. https://t.c…,pozytywna
helenyg,RT @weloveeconomics: #Brexit will open the door to 'EVEN MORE' MEDIOCRE SOCIAL RIGHTS for workers! UK should resist! #QueensSpeech #remain…,negatywna
rabbisylvia,RT @ImIncorrigible: Cretinous myth that 80% of voters were voting for #Brexit in this #GE2017 well and truly put to bed by @TheEconomist…,pozytywna
CelticCanada,"Northern Ireland could be ‘most vulnerable’ to a bad #Brexit deal, says Simon Coveney https://t.co/rKaBgRpQch",negatywna
lambsenglish,RT @chrisckmedia: This is just delightful! #Brexit #CarryOnAbroad https://t.co/e8mwZ0VGzD,pozytywna
ourthingmusic,No country in EU would swap places with the apparently negative and suicidal UK. They feel sorry for us now. Well played govt. #Brexit,negatywna
ks_1968,RT @SInglesfield: The country might be saved from the #brexit disaster  thanks to @Conservatives incompetence . Thanks @DavidDavisMP �� keep…,pozytywna
marionphoto,"RT @FolktalesEU: #Tory &amp; #UKIP pet #DavidDavis says #Brexit talks so far all gone covfefe. Master #Trump is orangely happy. #Brexit1yrOn…",pozytywna
GreatDismal,"RT @RebetikoWalrus: #Brexit is the stupidest thing ever. We don't have to do it. We have not legally decided to do it. And the fools are st…",negatywna
Robwilliams71,RT @chrisckmedia: This is just delightful! #Brexit #CarryOnAbroad https://t.co/e8mwZ0VGzD,pozytywna
kurb786_ManUtd,"RT @UKIPNFKN: Tory-DUP deal 'in breach of Good Friday agreement', claims Sinn Féin via @guardian #Brexit #MayDUP #BrexitExit https://t.co/5…",pozytywna
wsmith84,RT @chrisckmedia: This is just delightful! #Brexit #CarryOnAbroad https://t.co/e8mwZ0VGzD,pozytywna
RichmondEurope,RT @weloveeconomics: Any ideas about who to blame after #Brexit? Will it be finally time to acknowledge Britain's bad economic policies? #h…,negatywna
trevorbuk,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
sidlondon,@BethEvsTV You don't have to apologise for that one nut job. Perhaps the millions of nut jobs that voted #brexit though :-),pozytywna
kurb786_ManUtd,"RT @UKIPNFKN: European commission to crackdown on offshore tax avoidance via @guardian #Brexit #MayDUP #BrexitExit https://t.co/C9lDHMyhbK",negatywna
Colmogorman,"RT @SeamusjKearney: Strong words from @simoncoveney, important to use our position in EU to protect all on this island. #Brexit https://t.c…",pozytywna
helenyg,RT @julietlodge2: #brexit and destruction of economy https://t.co/YPyCavB0Oa,negatywna
IrishTimes,"Northern Ireland could be ‘most vulnerable’ to a bad #Brexit deal, says Simon Coveney https://t.co/Kh9PqxPPJD",negatywna
Marella1957,"RT @Selki13: Tory election fraud, Tory coalition with terrorist spokespersons, cancel the queens speech, TORY ONLY #Brexit &amp; now this UK De…",negatywna
Stanchev7,"RT @Mina_Andreeva: .@MichelBarnier and @DavidDavisMP agree on terms of reference for the #Brexit negotiations: who when what &amp; how ➡️ htt…",pozytywna
helenyg,RT @weloveeconomics: Any ideas about who to blame after #Brexit? Will it be finally time to acknowledge Britain's bad economic policies? #h…,negatywna
chrisnafa,"RT @EU_Commission: #Brexit -Art.50 negotiations begin today. We want maximum level of transparency. Rights of citizens, first priority. htt…",pozytywna
BritsWereRight,"RT @Adm_deRuyter: @TRobinsonNewEra @DestroyTheEU Fantastic Jacob Rees-Mogg just put down 'sir' vince cable over #Brexit no soft brexit or…",pozytywna
Macerty,#Brexit Another reason for the Tories to want Brexit so badly is to avoid the EU closing the net on their massive t… https://t.co/7iQOwnbRUf,negatywna
georgemjcarter,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
AndyRFCCharman,@RedHotSquirrel And businesses &amp; the £ tell us that #Brexit will be disastrous for U.K. So who is the one slow on the uptake?,negatywna
republik_now,There is NOBODY from top to bottom of the #ToryScum benches capable of negotiating #Brexit #DavidDavis  https://t.co/2eDmQTccrA,negatywna
Insight4News3,NI firm seeks listing on London Stock Exchange #brexit https://t.co/KwDg31e1mR,pozytywna
sxybio,@gweston7 @C4Ciaran Explain to me in what way is voting for a party with a manifesto commitment to #Brexit isn't voting for Brexit?,pozytywna
eu_lover,"RT @libdemfightbac: Can we now pls now all agree that we were grievously lied to about the process costs &amp; benefits of #Brexit &amp; call a hal…",pozytywna
xraypat,"RT @joannaccherry: After all his bluster about ""the row of the summer"" @DavidDavisMP caves in to the #EU timetable for #Brexit negotiations…",pozytywna
EleanorBlueman,"RT @UKIPNFKN: #Brexit Supporters: Nigel Farage Donald Trump (possibly) Vladimir Putin Katie Hopkins Ian Brady and now... ISIS!! https://t.c…",pozytywna
JC753,"RT @theSNP: As #Brexit negotiations start today read @NicolaSturgeon on why there should be a genuine four-nation approach. https://t.co/J…",pozytywna
peetersfrank2,RT @POLITICOEurope: The EU goes one up on the first day of #Brexit talks https://t.co/SJGU70UPRp,pozytywna
jaggythistle50,"RT @theSNP: As #Brexit negotiations start today read @NicolaSturgeon on why there should be a genuine four-nation approach. https://t.co/J…",pozytywna
Steve_Hooker,#OTD 1970 Edward Heath became PM. For Theresa May and Tories before decisions on security or destroy UK with #Brexit https://t.co/GW8brpTnsS,negatywna
SKZCartoons,"RT @SKZCartoons: NEW: Shopping Cask-it TODAY'S BRITISH #BREXIT NEGOTIATION STRATEGY IN FULL https://t.co/8KXtY02OyT",pozytywna
Insight4News3,Brexit talks: Davis 'determined optimist' after day one #brexit #eu https://t.co/aN6qPPrb5p,pozytywna
nickreeves9876,"David Davis quotes Churchill, seemingly oblivious of the irony that Churchill was a passionate advocate of a US of… https://t.co/fuEaeZO4cE",pozytywna
PattyBoak,RT @ScotFeminist: I've never felt so alienated. Don't feel British at all. Want to remain European. And David Davis needs a haircut. #Brexit,pozytywna
Rhetoricsphere,TBH there's no much point in rowing between gov. Ministers ATM need to get on and bring about the #Brexit that was… https://t.co/VEFUhbbOWK,pozytywna
Angharad_J,Translation of Swiss article about #Brexit sums up our situation pretty neatly. . https://t.co/6fz0iKFhQx,pozytywna
HarrowReginald,RT @SophiaAB81: I'm sure all those who voted Tory for #Brexit are so relieved.Yet another u-turn. So much for best deal. #ToriesOut #Brexit…,pozytywna
joehas,"only missing ""marry our cousins."" #Brexit https://t.co/wOXGv0Ghar",pozytywna
crockedknees,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
j_sutherland2,"RT @gwjschenk: I love this summary by David Dimbleby on the #ExitPoll #GeneralElection17 #Brexit #brexitshambles https://t.co/61NLNmF1tA",pozytywna
LizBlagrove,RT @nickreeves9876: Once the British passport was the best in the world. After #Brexit it would be better to have a Latvian or Romanian pas…,pozytywna
butlert90,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
helenyg,RT @weloveeconomics: A 52% majority you cannot even change the rules of a golf club! #Brexit is NO DEMOCRACY! #hungparliament #StopBrexit #…,negatywna
clark_kerry,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
stilton54,"RT @libdemfightbac: Can we now pls now all agree that we were grievously lied to about the process costs &amp; benefits of #Brexit &amp; call a hal…",pozytywna
WanderingSadu,RT @chrisckmedia: This is just delightful! #Brexit #CarryOnAbroad https://t.co/e8mwZ0VGzD,pozytywna
gmcrotty,"RT @jerryhogg: What I see as the biggest, and saddest thing we are losing with #Brexit https://t.co/JZPIrIb4Hj",negatywna
LaughingSmurf,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
Divyesh63,Another clueless caller on the Irish border post #Brexit @clivebull @LBC,negatywna
LobbyComm,"RT @MartinShovel: My cartoon - David Davis begins negotiations with the #EU over our nation's future prosperity #Brexit #r4Today https://t…",pozytywna
ReedScardino,"Join us &amp; @WithersRogers to discuss #European #Patent #Process. RSVP in link below. #UK #IP #Brexit #EPO #invention https://t.co/cSfSpVVMNC",pozytywna
JMchools,#Brexit negotiations. The biggest political decisions of my lifetime and yet I know next to nothing about them,pozytywna
mibnos,Cave-in was inevitable. May will now try to convince us that a) it didn't happen and/or b) it was what she had plan… https://t.co/WsfYKD8gDL,negatywna
DrBobJohn,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
sheilascoular,"RT @UKIPNFKN: #Brexit Supporters: Nigel Farage Donald Trump (possibly) Vladimir Putin Katie Hopkins Ian Brady and now... ISIS!! https://t.c…",pozytywna
doctorcdf,"RT @fleetstreetfox: This is how the first day of #Brexit talks went. ""Dream on, mon ami."" https://t.co/sr5xkkU8NN https://t.co/gIQUUhtsIf",pozytywna
cymroynewrop,UK already on the back foot in #Brexit talks as of day one. Sad and entirely avoidable. https://t.co/qpCcrLXGtl,negatywna
AllAuthentics,RT @YanniKouts: Good luck. �� RT @StefanLeifert #Brexit (von @SnowBlower315) https://t.co/CbTwsXRaq6,pozytywna
HouseofTwitsLab,RT @dominiccampbell: Really hoping David Davis' pride comes before a fall. Such arrogance for a minority govt minister #brexit,pozytywna
nicholasmbrett,I have absolutely no faith in this government whatsoever but even I thought they might come back with something to crow about today #brexit,negatywna
oamr74,RT @AgataGostynska: 10 Q May should answer as the UK delegation starts #brexit talks. Excellent piece by @CER_Grant &amp; @JohnSpringford: http…,pozytywna
mikelovestweets,RT @chrisckmedia: This is just delightful! #Brexit #CarryOnAbroad https://t.co/e8mwZ0VGzD,pozytywna
CK1london,"Did #DavidDavis just steal #JoCox quote and claim it as his own original thought  ""There's more that unites us than divides us"" #Brexit",negatywna
PhilBBates,RT @LBC: How do you feel about the prospect of a successful Brexit negotiation? #CliveOnLBC #Brexit @DavidDavisMP @MichelBarnier,pozytywna
andrewneary,One day in... �� #Brexit https://t.co/t2qnrN9veL,pozytywna
ninjabitch,"RT @Prospectally2: #Brexit will damage Scotland more than England. We need immigration Erasmus EU funding. Who now is standing up for us…",negatywna
helenyg,RT @weloveeconomics: #Brexit - China export myth vs reality: Was EU stopping  UK from exporting to 3rd countries? Or was it just poor polic…,negatywna
PoschAngela,"RT @RCorbettMEP: Debating #brexit and start of #brexittalks on @BBCNews &amp; @BBCWorld https://t.co/74unJA6s3u… https://t.co/eY4UOXfKRO",pozytywna
Vincent_G,RT @ProSyn: #Brexit may turn out to be a matter less of British exit than of an overhaul of the terms of European membership https://t.co/Y…,pozytywna
samvjones,RT @chrisckmedia: This is just delightful! #Brexit #CarryOnAbroad https://t.co/e8mwZ0VGzD,pozytywna
nick_hulyer,Now here's a thing we're going 2 have 2 pay for #Brexit 2 leave the EU.  Thought the amount we paid the EU was 1 of the reasons 4 leaving!,negatywna
Mag_TheEducator,#Brexit uncertainty a worry for the #education sector https://t.co/CHBd2kn94I @Ecclesiastical RT,negatywna
stuilawrie,RT @JamieHolePunch: @Tucker5law And this #Brexit gameshow looks shit as well. https://t.co/7AUSSWDZHc,pozytywna
alistairt_1970,RT @GrahameLucas: Britain bows to EU #Brexit talks timetable https://t.co/ATogoUB8GW https://t.co/fWvryUObyI,pozytywna
HouseOfTwitsCon,The latest The HouseOfTwitsCon Daily! https://t.co/s5QBtpyxJ1 Thanks to @rrwholloway @Steven_Mellor @FriseSally #finsburypark #brexit,pozytywna
Col_Connaughton,UK Column News 22nd Mar 2017 https://t.co/LioqAXLmNq #terror #psyop #common #purpose #EU #brexit #russia #child #abuse,negatywna
oaquadri,Talk is cheap ain't it?  @brexitwatch UK caves in to EU demand to agree divorce bill before trade talks https://t.co/fnh6PWF8bh #brexit,pozytywna
justin_m_willia,@jonhenley @davidallengreen I'm sorry but is this the BBC's attempt to try and put a positive spin on the first of many #brexit fails?,pozytywna
FiDaisyG,"RT @neskatxa: @bbclaurak Barnier only restating what we have known for a year: #brexit is a fool's paradise, with many fools invested in it.",pozytywna
steeviecee,"After one day of #Brexit negotiations, at presser #DavidDavis looks like he's been dragged through a hedge backwards. Good start then.",pozytywna
k3books,"@DavidDavisMP Promised to get a deal ""like no other in history""..even better than than the #EU a stick for a book swap deal.. �� #brexit",pozytywna
PeteComrade,Day 1 of #Brexit negotiations and the #Tory Brexit team completely cave in.,negatywna
LindsayScott2,RT @euromove: Michael Gove changes tune on cheaper food #brexit https://t.co/pxLhYRPPu9,pozytywna
BalearicLion,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
psychodamage,"RT @AngusMacNeilSNP: #Indyref2 post #Brexit certainly is on table, especially while possibility of failed Tory election candidates going to…",negatywna
tsh2,"RT @UKIPNFKN: Positive economic impact of UK #immigration from the European Union #Brexit #MayDUP #BrexitExit https://t.co/i18qVxkXr6 https…",pozytywna
PaulaAptera,RT @chrisckmedia: This is just delightful! #Brexit #CarryOnAbroad https://t.co/e8mwZ0VGzD,pozytywna
ACollocott,RT @bakermckenzie: #Brexit Employment Survey: 42% confirmed they had taken action to change their immigration status since in June 2016 htt…,pozytywna
gm_stone,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
Blickrichter,The latest The Blickrichter Daily! https://t.co/Cdh1PWItSF Thanks to @extinctsymbol @nwmalinowski @EnlightFundy #brexit #london,pozytywna
SELondoner,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
HarryKeogh5,"RT @marcuschown: Retweet if you think this lemming on a spoon would be better at negotiating #Brexit than Davis Boris &amp; May https://t.co/i…",negatywna
catherinemginn,"RT @FolktalesEU: Not so much red, white &amp; blue #Brexit, more a sleazy grey. #DavidDavis #brexitshambles",negatywna
marknewdarkage,"""... for the sake of our children, grandchildren, for the sake of prosperity, DITCH #BREXIT"" https://t.co/l4asWm6A9D",pozytywna
Kev_Chadwick,@Conservatives Best party to get the best deal #Conservative #brexit #DoOurOwnDeals,pozytywna
linda62lowe,RT @bevclack: Barnier gave Davies a walking stick as a gift at start of #Brexit negotiations. EU now officially trolling UK. #mountain #kna…,pozytywna
darrenzakscott,RT @DoreJayne: So today is 19th June and my #Brexit tweet diary continues.What will become of us when #Brexit negotiations begin at 10am?.…,pozytywna
DeaglanS,RT @alexstubb: Brexit negs begin today. Worst outcome: no result.  Possible outcome: soft Brexit. Likely outcome: hard #Brexit. Best outcom…,negatywna
AlanArchibald51,Breaking open the #Brexit black box https://t.co/TmR8wN5N7w and the contents are very unattractive.,negatywna
dominiccampbell,Really hoping David Davis' pride comes before a fall. Such arrogance for a minority govt minister #brexit,pozytywna
rojospinks,RT @SarahSchijen: Not for all the tea in China.... #brexit https://t.co/fXIQmvUQwI,pozytywna
drmatthewhardy,RT @OwGlyn: @DavidDavisMP fantastic to see that the #Brexit Minister knows absolutely nothing about how the European Single Market works.,pozytywna
Stormyjwaters,RT @LBC: How do you feel about the prospect of a successful Brexit negotiation? #CliveOnLBC #Brexit @DavidDavisMP @MichelBarnier,pozytywna
NainDyffryn,RT @weloveeconomics: #Brexit will open the door to 'EVEN MORE' MEDIOCRE SOCIAL RIGHTS for workers! UK should resist! #QueensSpeech #remain…,negatywna
Northbankboy,@cathynewman These are the brains driving #Brexit. Kaka would have based another novel on it all.,negatywna
hollyberry6699,"RT @Phil_Baty: Almost 25,000 people from the EU teach &amp; research in the UK's top universities. We must protect them. #brexittalks #brexit h…",pozytywna
Gildy55,"May and Cameron still believed after their political fight over #brexit they were arrogantly going to tell both the EU, the British&gt;&gt;&gt;",negatywna
GreenstoneUK,RT @ProSyn: #Brexit may turn out to be a matter less of British exit than of an overhaul of the terms of European membership https://t.co/Y…,pozytywna
weloveeconomics,RT @weloveeconomics: A 52% majority you cannot even change the rules of a golf club! #Brexit is NO DEMOCRACY! #hungparliament #StopBrexit #…,negatywna
53clare,"RT @PeterKGeoghegan: A year on from #brexit, just hours before negotiations start, Gov peddling empty tautologies. This is a country on ver…",negatywna
Rosiecat2,RT @weloveeconomics: #Brexit - China export myth vs reality: Was EU stopping  UK from exporting to 3rd countries? Or was it just poor polic…,negatywna
SimonSenpai,"RT @IDS_not: I wouldn't say @DavidDavisMP is thick but he actually thinks Les Dennis is a French fire engine! #Brexit",negatywna
SuzDowson73,RT @chrisckmedia: This is just delightful! #Brexit #CarryOnAbroad https://t.co/e8mwZ0VGzD,pozytywna
MopandplopBower,"RT @Just1aThemDayz: What the UK seems to see in regards #Brexit a wall a fog! &amp; with the Tories trying to snatch away #Scotland's #EU memb…",pozytywna
sehol,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
ExplosivePulse,What is all this talk on making deals on the #Brexit? I don't want any deals. I want us out of this globalised money pit.,pozytywna
ddek8124343,"RT @UKIPNFKN: There's no benefits of Brexit for anyone living in the UK - or anyone living on the planet. So why #Brexit? #Brexit #MayDUP…",negatywna
adamfleming,Join in the celebration of my first day in Brussels and the #Brexit talks with #Brexitcast! https://t.co/928pFPc11m,pozytywna
SandraDunn1955,"RT @RebetikoWalrus: #Brexit is the stupidest thing ever. We don't have to do it. We have not legally decided to do it. And the fools are st…",negatywna
hugolegh,"RT @BMPubAffairs: ⚡️ “Focus beyond #Brexit wins the online #GeneralElection war for #Labour” #ge2017 #digital #social https://t.co/z9Q1DqG…",pozytywna
Dogtrouser,"Back in his hotel room, David Davies settles down to watch some Cable News #brexit https://t.co/ik3rUr2iKj",pozytywna
SilahFatah,"RT @UKIPNFKN: There are no known benefits to #Brexit - only huge social political &amp; economic damage It's time to #StopBrexit #Poverty #E…",negatywna
ManganKyle,"RT @MJoemman: #brexit #nexit #nos if you LOVE to be a #EU SLAVE, you must know these people !?! guess you don't know them also, evidence EU…",pozytywna
DelHedges,Obvious when #Corbyn &amp; #McDonnell both gave different versions of #Brexit to #Starmer Good job it's not them negoti… https://t.co/KyRFJgLzBn,negatywna
FolktalesEU,"Not so much red, white &amp; blue #Brexit, more a sleazy grey. #DavidDavis #brexitshambles",negatywna
LukasSH,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
Alliterative,RT @mashedradish: The word NEGOTIATION literally means NOT LEISURE in Latin. From the archives: https://t.co/qAH5YVZiKY #Brexit,negatywna
gwfitzpatrick,"Just flicked past the news and heard the usual drivel, Hard Brexit, Soft Brexit, fuck it, gie us a Semi #Brexit ��",negatywna
Col_Connaughton,UK Column News Thursday 3rd Nov 2016 https://t.co/yMnaLH5xGz #brexit #melanie #shaw #VIP #child #abuse #UKIP,negatywna
JeannetteMurr16,"RT @DavidHarries3: @acgrayling @JoePajak Simple, stay in the EU, dump #Brexit. Stop wasting time in #Brussels. Get real. Show true #leaders…",negatywna
limidoh38,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
Rosiecat2,"RT @weloveeconomics: #Brexit is SOCIAL DUMPING sold under the name of ""SOVEREIGNTY""! #remain #StopBrexit  #hungparliament @UKIPNFKN @nickre…",negatywna
markscott82,"After day one of #Brexit negotiations, read @ChZaschke’s take on where Britain is right now (in German) https://t.co/pGwnhnSncG",pozytywna
dreamtraincmc,Dreamtrain Country Music On Twitter is out! https://t.co/tBBcwRXtA0 Stories via @DanniSez @glassmatt @BarlowFans_x #brexit #uk,pozytywna
cairosue,RT @FranceMadeEasy: David Davis tells not to worry about #citizensrights after #Brexit despite having consistently voted against them https…,negatywna
linzihmk,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
LabLondon_zone,"RT @PaulForMayor: @JournoStephen @TheSpeakingRog Unsurprising. Not many people are aware of #Labour's position on #Brexit, including their…",pozytywna
Abi_Fitz,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
TheSpeakingRog,"RT @PaulForMayor: @JournoStephen @TheSpeakingRog Unsurprising. Not many people are aware of #Labour's position on #Brexit, including their…",pozytywna
ditocap,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
Yadsendew01,"RT @azuretone: No Deal should mean NO #Brexit We either negotiate a good deal for the UK or we STAY. NO #WTO tariffs, no hard Brexit.",pozytywna
mcjwalsh,RT @SirSocks: #Brexit Must we suffer daily bulletins from the commentariat? Like an iceberg two-thirds of this negotiation is hidden below…,negatywna
LabLondon_zone,RT @dancrawford85: Not doing his homework? David Davis blunders with Churchill quotation https://t.co/4yrGAq6F6F #Brexit,negatywna
dancrawford85,Not doing his homework? David Davis blunders with Churchill quotation https://t.co/4yrGAq6F6F #Brexit,negatywna
BaronSCB,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
westenwendy2,RT @HMCabinetCat: Full marks for a Diverse &amp; Inclusive team goes to David Davis #brexittalks #Brexit #Diversity https://t.co/QIfhmRYT18,pozytywna
_UnderWickedSky,"RT @petertimmins3: Seeing as the UK currently doesn't have a government exactly who or what is David Davis representing to the EU? #brexit",pozytywna
geor97,@janemerrick23 Conversely the painful birth pangs of an unwanted &amp; globally orphaned society. #Brexit,negatywna
LievenDeswaef,RT @matthieucalu: Interesting: the @EU_Commission publishes it’s documents on the negotiations with the UK #Brexit https://t.co/eLhwtg9OzW,pozytywna
KimShirley123,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
jael160,RT @chrisckmedia: This is just delightful! #Brexit #CarryOnAbroad https://t.co/e8mwZ0VGzD,pozytywna
stergios_misios,UK enters #Brexit talks without a plan and deeply split politically. How could end this Brexit fiasco? New elections - new referendum?,pozytywna
Petersonmanly,1stday of #brexittalks with acceptance of phased #brexit negotiating structure by @DavidDavisMP gives at least chan… https://t.co/kj7IhKUJVb,pozytywna
staceycope,"RT @tony_nog: #Brexit #In Thread - reality of today's concession by Davis 1) Today the UK agreed to the EU's ""sequencing"", ie sort out the…",pozytywna
davesavage_1984,RT @Tech__Talks: Last thought on #brexit from moderator - tech community not supportive of #brexit plea is let wonderful ppl continue to wo…,negatywna
crik_gellinco,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
pareayh,"Retweeted POLITICO Europe (@POLITICOEurope): The EU goes one up on the first day of #Brexit talks... https://t.co/tQRvVvEekv",pozytywna
Granval04,"RT @Ozygmios: Corbyn wants hard #Brexit and to leave the Single Market and opposes Scotland's democratic right to choose a different path.…",pozytywna
MercerD2015,RT @iamjony94: UK appears to capitulate on sequencing on first day of #Brexit talks https://t.co/pvbkX2Ke5G @guardian #DavidDavis #BREAKING…,negatywna
Fany2Hen,RT @iamjony94: UK appears to capitulate on sequencing on first day of #Brexit talks https://t.co/pvbkX2Ke5G @guardian #DavidDavis #BREAKING…,negatywna
pareayh,RT @POLITICOEurope: The EU goes one up on the first day of #Brexit talks https://t.co/SJGU70UPRp,pozytywna
tyler_durdenkds,"RT @theSNP: As #Brexit negotiations start today read @NicolaSturgeon on why there should be a genuine four-nation approach. https://t.co/J…",pozytywna
ddek8124343,"RT @UKIPNFKN: There's hundreds of HUGE COSTS associated with #Brexit Where's the Brexit benefits? https://t.co/EXkfBWKbsi https://t.co/zI…",pozytywna
andraswf,RT @chrisckmedia: This is just delightful! #Brexit #CarryOnAbroad https://t.co/e8mwZ0VGzD,pozytywna
tlwsbeth,"RT @easypoliticsUK: On the theme of #Brexit, here's a bit about euroscepticism! https://t.co/rOrC5ZS21o",pozytywna
DevonianMatthew,"RT @FolktalesEU: #Tory &amp; #UKIP pet #DavidDavis says #Brexit talks so far all gone covfefe. Master #Trump is orangely happy. #Brexit1yrOn…",pozytywna
DannySherms,"David Davis has turn his #Brexit lion to a domestic house cat at the mercy of the EU, hopefully the EU is looking o… https://t.co/bfm9AjOT7M",pozytywna
bozwaldcoblepot,"RT @libdemfightbac: Can we now pls now all agree that we were grievously lied to about the process costs &amp; benefits of #Brexit &amp; call a hal…",pozytywna
kathknights,"RT @BrandusaEu: An English painting for the day #Brexit negotiations start - Europe: A Prophecy. William Blake 1794. @britishmuseum https:…",pozytywna
DrAdrianHeald,"RT @UKIPNFKN: #Brexit Supporters: Nigel Farage Donald Trump (possibly) Vladimir Putin Katie Hopkins Ian Brady and now... ISIS!! https://t.c…",pozytywna
RussJensen5,RT @markantro: In 1990 Thatcher warned that the Euro would end European democracy #Brexit ���� https://t.co/BWNb7LTHg4,negatywna
matthieucalu,Interesting: the @EU_Commission publishes it’s documents on the negotiations with the UK #Brexit https://t.co/eLhwtg9OzW,pozytywna
TheMountainHare,"RT @Adm_deRuyter: @TRobinsonNewEra @DestroyTheEU Fantastic Jacob Rees-Mogg just put down 'sir' vince cable over #Brexit no soft brexit or…",pozytywna
Guedella,"The Department for Exiting the European Union in a demonstration of loyalty to David Davis. #Brexit #Scotref… https://t.co/Yx33kqClEj",pozytywna
k3books,"#brexit talks day 1 Phase 1 part 1 Eu gives UK a gift .. a stick UK gives EU a book Cost first meeting highly complex meeting  €350,009",pozytywna
daverussell,"RT @daphne_miles: #Brexit -you'd think Wonder Boy, David Davis, could have put a comb thro his hair, before the photo op- his EU co-worker,…",pozytywna
ASquareOfSkye,"It must be the croissants ... #Brexit https://t.co/cmgBoXNmd4",pozytywna
EmilTschepp,UK caves in to EU demand to agree #Brexit  divorce bill before trade talks https://t.co/pAIwgpj3NS,negatywna
fleetstreetfox,"This is how the first day of #Brexit talks went. ""Dream on, mon ami."" https://t.co/sr5xkkU8NN https://t.co/gIQUUhtsIf",pozytywna
hexham4pa,"Theresa May. to learn &amp; drop the belligerence over #Brexit ""without clear majorities &amp; a clear negotiation strategy” https://t.co/AyB9Ht6uB4",pozytywna
NewroUgh,"RT @UKIPNFKN: European commission to crackdown on offshore tax avoidance via @guardian #Brexit #MayDUP #BrexitExit https://t.co/C9lDHMyhbK",negatywna
cspira,RT @Schuldensuehner: The most complicated negotiation of all time has begun. Your guide to the EU-UK #Brexit negotiations. https://t.co/b1y…,negatywna
catmara73,RT @chrisckmedia: This is just delightful! #Brexit #CarryOnAbroad https://t.co/e8mwZ0VGzD,pozytywna
ROCHERRY,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
Didicois,RT @bevclack: Barnier gave Davies a walking stick as a gift at start of #Brexit negotiations. EU now officially trolling UK. #mountain #kna…,pozytywna
bowie_giorgia,RT @4Carmilla: Don't let #Brexit spell the end of our #environment - Sign the petition to keep our protections: https://t.co/kBKJyVsWHO via…,pozytywna
bhoymcguffie,"RT @DaveWardGS: David Davis during #GE2017 campaign ""We will deliver parallel #Brexit talks"" TODAY EU: You will exit first Davis: OK S…",pozytywna
Connovar,RT @Jonbardwyn: Day one. How many more til everyone realises that what we already have is the best deal. #brexittalks #Brexit #BrexitNegoti…,pozytywna
glynbmil,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
MilaGriebel,RT @janemerrick23: Michel Barnier says there will be one week of #Brexit negotiations every month. So like a period. Only more painful.,negatywna
egracieb,"RT @marcuschown: Retweet if you think this lemming on a spoon would be better at negotiating #Brexit than Davis Boris &amp; May https://t.co/i…",negatywna
